"Plot_ID","Species_richness","Species_diversity","Sitecode","Year","Eastings","Northings","BAP_broad","BAP_priority","NVC_FIRST","Light","Wetness","pH","Fertility","Competition","Stress","Ruderals","NVC_subgroup","NVC_group","NVC_habitat","Vegetation_height","STD_HEIGHT","Litter","Bare_ground","NA","NA","NA","NA","NA","NA","NA"
"1",27,0.94367847660899,"B46",2015,244972,137110,"Supralittoral Sediment","Sand dune","SD14d:55.46",7.8,5.5,6.2,4.4,2.84,3.02,2.66,"SD14d","SD14","SD",10.32,3.71618083521241,25,0,NA,NA,NA,NA,NA,NA,NA
"2",28,0.935372735372735,"B46",2015,245210,137165,"Supralittoral Sediment","Sand dune","SD16d:57.77",7.7,6.6,6.1,3.1,2.53,3.29,2.06,"SD16d","SD16","SD",10.04,4.80867272054705,25,0,NA,NA,NA,NA,NA,NA,NA
"3",34,0.952207617121672,"B46",2015,245128,137029,"Supralittoral Sediment","Sand dune","SD7:47.11",7.4,4.5,6.2,3.9,2.26,3.2,2.09,"SD7","SD7","SD",8.24,5.52290684332083,21,5,NA,NA,NA,NA,NA,NA,NA
"4",26,0.949065656910858,"B46",2015,245201,137020,"Supralittoral Sediment","Sand dune","SD16:52.23",7.8,6.7,6.1,3.3,2.69,3.09,2.32,"SD16","SD16","SD",8.64,3.76253460670685,25,0,NA,NA,NA,NA,NA,NA,NA
"5",22,0.935651467216208,"B46",2015,244897,136784,"Supralittoral Sediment","Sand dune","SD7c:51.09",7.1,5.2,5.8,4.4,2.54,3.4,1.98,"SD7c","SD7","SD",17.04,4.110251411613,25,0,NA,NA,NA,NA,NA,NA,NA
"6",26,0.932972111553785,"B46",2015,245041,136701,"Supralittoral Sediment","Sand dune","SD16b:49.66",7.5,5.9,6.1,4.4,2.86,2.91,2.38,"SD16b","SD16","SD",16.06,7.54889616654868,25,0,NA,NA,NA,NA,NA,NA,NA
"7",31,0.947630040012311,"B46",2015,245127,136675,"Supralittoral Sediment","Sand dune","SD16:38.06",7.6,5.5,5.9,4,2.46,3.26,2.15,"SD16","SD16","SD",12.46,3.31323105140586,25,0,NA,NA,NA,NA,NA,NA,NA
"8",16,0.908680077156241,"B46",2015,244906,136665,"Supralittoral Sediment","Sand dune","SD16:43.03",7.7,5.5,6.1,4.1,2.78,3.12,2.01,"SD16","SD16","SD",16.96,9.5174401320243,1,0,NA,NA,NA,NA,NA,NA,NA
"9",19,0.904661016949153,"B46",2015,245267,135995,"Calcareous Grassland","Lowland calcareous grassland","SD16b:45.71",7.1,5.9,6,4.7,2.96,2.97,1.5,"SD16b","SD16","SD",37.94,8.74919043873965,25,0,NA,NA,NA,NA,NA,NA,NA
"10",47,0.964541389372914,"B46",2015,245369,135942,"Supralittoral Sediment","Sand dune","SD16c:49.16",7.5,5.6,6,3.3,2.58,3.24,1.96,"SD16c","SD16","SD",9.28,2.99332590941915,25,0,NA,NA,NA,NA,NA,NA,NA
"11",31,0.951279469257197,"B46",2015,245515,135811,"Supralittoral Sediment","Sand dune","SD14d:53.47",7.5,6.1,6.2,3.7,2.5,3.13,2.03,"SD14d","SD14","SD",9.24,2.42435558448013,25,0,NA,NA,NA,NA,NA,NA,NA
"12",22,0.936901973904316,"B46",2015,245828,135860,"Supralittoral Sediment","Sand dune","SD9b:39.78",7.2,5.2,6.4,5.1,3.15,2.77,2.31,"SD9b","SD9","SD",22.48,7.37885492471562,25,0,NA,NA,NA,NA,NA,NA,NA
"13",28,0.940379403794038,"B46",2015,245806,135650,"Supralittoral Sediment","Sand dune","SD15:53.70",7.5,6.9,5.9,3.8,3.05,2.79,1.65,"SD15","SD15","SD",21.9,8.42738591339766,25,0,NA,NA,NA,NA,NA,NA,NA
"14",19,0.914599686028257,"B46",2015,245301,135767,"Supralittoral Sediment","Sand dune","SD7c:52.13",7.8,4.3,5.7,3.6,2.46,3.37,2.01,"SD7c","SD7","SD",33.74,11.9914205441502,1,0,NA,NA,NA,NA,NA,NA,NA
"15",18,0.916953383255751,"B46",2015,245211,135737,"Supralittoral Sediment","Sand dune","SD14b:49.40",7.5,6.8,5.4,3.5,2.73,3.05,2.12,"SD14b","SD14","SD",17.4,6.29490534744831,1,0,NA,NA,NA,NA,NA,NA,NA
"16",34,0.944302622418195,"B46",2015,244825,135779,"Supralittoral Sediment","Sand dune","SD16:45.22",7.7,5.5,6.3,4.2,2.5,3.22,2.02,"SD16","SD16","SD",21.52,6.48311910528669,25,0,NA,NA,NA,NA,NA,NA,NA
"17",26,0.94451303001055,"B46",2015,244833,135429,"Supralittoral Sediment","Sand dune","SD16:39.66",7.2,5.3,6.5,4.2,2.59,3.26,1.92,"SD16","SD16","SD",23.38,5.77039859975028,25,0,NA,NA,NA,NA,NA,NA,NA
"18",28,0.934993084370678,"B46",2015,244931,135443,"Supralittoral Sediment","Sand dune","SD7c:49.65",7.5,4.6,6.1,4.4,2.87,2.95,2.37,"SD7c","SD7","SD",11.8,3.88640793878701,25,3,NA,NA,NA,NA,NA,NA,NA
"19",28,0.943287472119891,"B46",2015,244792,135326,"Supralittoral Sediment","Sand dune","SD16a:45.12",7.9,4.7,6.2,3.3,2.09,3.4,2.42,"SD16a","SD16","SD",2.58,3.07096618889452,0,24,NA,NA,NA,NA,NA,NA,NA
"20",28,0.939202566223091,"B46",2015,244990,135192,"Supralittoral Sediment","Sand dune","SD16:45.43",7.4,5.4,5.9,4.3,2.7,3.26,1.93,"SD16","SD16","SD",20.1,6.55584980507231,25,0,NA,NA,NA,NA,NA,NA,NA
"21",23,0.940847322142286,"B46",2015,245660,135397,"Supralittoral Sediment","Sand dune","SD8a:47.24",7.5,5.4,6.1,4.3,2.82,3.06,2.17,"SD8a","SD8","SD",20,8.25378700960959,25,1,NA,NA,NA,NA,NA,NA,NA
"22",35,0.958419503658925,"B46",2015,245803,135405,"Supralittoral Sediment","Sand dune","SD7c:45.36",7.7,5,5.9,3.4,2.17,3.28,2.55,"SD7c","SD7","SD",3.86,2.43036348447442,25,18,NA,NA,NA,NA,NA,NA,NA
"23",24,0.944394139908523,"B46",2015,245780,135077,"Supralittoral Sediment","Sand dune","SD16b:38.77",7,6.6,6.4,5.2,3.26,1.94,2.06,"SD16b","SD16","SD",18.5,9.62202334924071,25,0,NA,NA,NA,NA,NA,NA,NA
"24",25,0.936832690480183,"B46",2015,245763,135047,"Supralittoral Sediment","Sand dune","SD14d:43.06",6.9,6.2,6.4,5.1,3.03,2.23,2.19,"SD14d","SD14","SD",7.14,2.19620885467055,25,15,NA,NA,NA,NA,NA,NA,NA
"25",32,0.95255531039418,"B46",2015,245661,135066,"Supralittoral Sediment","Sand dune","SD7c:28.27",7.4,4.4,5.5,2.6,1.34,3.88,2.09,"SD7c","SD7","SD",2.14,0.568624070307733,25,25,NA,NA,NA,NA,NA,NA,NA
"26",13,0.887644406875176,"B46",2015,245390,135107,"Supralittoral Sediment","Sand dune","SD16b:47.58",7.9,5,6,4.4,2.75,3.12,2.69,"SD16b","SD16","SD",12.94,3.25742741029379,25,0,NA,NA,NA,NA,NA,NA,NA
"27",26,0.944708794971292,"B46",2015,245375,134886,"Supralittoral Sediment","Sand dune","SD14b:49.50",7.6,7.1,6.2,4.2,2.91,2.14,2.55,"SD14b","SD14","SD",3.68,0.876546252820314,13,7,NA,NA,NA,NA,NA,NA,NA
"28",29,0.935376388317565,"B46",2015,245046,134980,"Supralittoral Sediment","Sand dune","SD7c:47.14",8.3,4.4,6,3.9,2.63,3.19,2.77,"SD7c","SD7","SD",20.72,7.83565568411476,25,2,NA,NA,NA,NA,NA,NA,NA
"29",23,0.931093427645152,"B46",2015,244960,134915,"Supralittoral Sediment","Sand dune","SD16b:53.10",7.6,6.3,6.1,4.1,2.88,2.59,1.86,"SD16b","SD16","SD",15.58,3.47215111038292,25,0,NA,NA,NA,NA,NA,NA,NA
"30",25,0.940924700144329,"B46",2015,245092,134869,"Supralittoral Sediment","Sand dune","SD7c:51.58",8,4,6.1,3.3,1.96,3.52,2.38,"SD7c","SD7","SD",12.34,7.38342738841522,11,11,NA,NA,NA,NA,NA,NA,NA
"31",19,0.917196197231663,"B46",2015,244956,134804,"Supralittoral Sediment","Sand dune","SD7c:46.92",7.7,4.3,6.1,3.6,2.12,3.8,1.98,"SD7c","SD7","SD",22.98,8.55677119790715,25,0,NA,NA,NA,NA,NA,NA,NA
"32",17,0.888538587848933,"B46",2015,244957,134489,"Supralittoral Sediment","Sand dune","SD16:47.08",7.5,5.4,6.1,3.8,2.53,3.29,2,"SD16","SD16","SD",23.72,9.56020397271941,25,0,NA,NA,NA,NA,NA,NA,NA
"33",19,0.914728682170543,"B46",2015,245223,134287,"Supralittoral Sediment","Sand dune","SD16b:50.71",7.7,6.2,6.3,4.5,2.93,2.76,2.1,"SD16b","SD16","SD",10.14,2.88140590684478,25,1,NA,NA,NA,NA,NA,NA,NA
"34",29,0.948685027371748,"B46",2015,245338,134320,"Supralittoral Sediment","Sand dune","SD7c:42.36",7.7,4,6,3.1,1.92,3.42,2.47,"SD7c","SD7","SD",36.88,15.7329802220262,0,5,NA,NA,NA,NA,NA,NA,NA
"35",39,0.956722232528556,"B46",2015,245575,134524,"Supralittoral Sediment","Sand dune","SD8b:43.03",7.6,4.6,6.1,4,2.44,2.99,2.88,"SD8b","SD8","SD",4.232,1.06447169995261,0,7,NA,NA,NA,NA,NA,NA,NA
"36",20,0.92831541218638,"B46",2015,245982,134102,"Supralittoral Sediment","Sand dune","SD7c:45.67",7.3,5.2,5.9,4.7,2.77,2.98,2.88,"SD7c","SD7","SD",11.06,2.84429253066558,25,0,NA,NA,NA,NA,NA,NA,NA
"37",17,0.924530475861274,"B46",2015,245919,134040,"Supralittoral Sediment","Sand dune","SD14b:67.00",7.8,7.4,6.2,3.4,3,2.77,2.5,"SD14b","SD14","SD",5.19,1.38308230654096,25,15,NA,NA,NA,NA,NA,NA,NA
"38",36,0.958310249307479,"B46",2015,244987,134054,"Supralittoral Sediment","Sand dune","SD7c:38.54",7.9,4.4,6,3.9,2.4,3.31,2.67,"SD7c","SD7","SD",6.38,2.14709105535839,25,22,NA,NA,NA,NA,NA,NA,NA
"39",28,0.947219637244746,"B46",2015,244898,133884,"Calcareous Grassland","Lowland calcareous grassland","SD7:44.68",7.8,4.3,6.1,3.6,2.08,3.07,2.84,"SD7","SD7","SD",9.58,3.54635963583315,12,11,NA,NA,NA,NA,NA,NA,NA
"40",26,0.93873779637378,"B46",2015,244892,133716,"Calcareous Grassland","Lowland calcareous grassland","SD7c:53.50",8,4.7,6.3,4.3,2.24,3.28,2.68,"SD7c","SD7","SD",7.72,4.60995300048348,22,16,NA,NA,NA,NA,NA,NA,NA
"41",35,0.953658091589126,"B46",2015,245568,133549,"Supralittoral Sediment","Sand dune","SD14d:39.97",7.2,6.6,4.8,3.5,2.89,2.91,2.32,"SD14d","SD14","SD",11.26,3.28544771175355,25,10,NA,NA,NA,NA,NA,NA,NA
"42",25,0.93298755186722,"B46",2015,246158,133598,"Supralittoral Sediment","Sand dune","SD16:48.13",7.7,6.1,5.8,3.6,2.88,3.1,1.7,"SD16","SD16","SD",11.96,5.45611277987054,25,1,NA,NA,NA,NA,NA,NA,NA
"43",25,0.944471890129434,"B46",2015,246439,133411,"Supralittoral Sediment","Sand dune","SD8b:44.88",7.3,4.9,5.7,3.9,2.44,3.53,2.11,"SD8b","SD8","SD",8.56,2.71308557427394,25,0,NA,NA,NA,NA,NA,NA,NA
"44",37,0.957123273225772,"B46",2015,245141,133284,"Supralittoral Sediment","Sand dune","SD8d:45.25",7.3,5.4,5.7,3.6,2.39,3.03,2.63,"SD8d","SD8","SD",4.94,1.87816399709929,25,21,NA,NA,NA,NA,NA,NA,NA
"45",34,0.961982920918235,"B46",2015,245345,133005,"Supralittoral Sediment","Sand dune","SD7d:43.86",8,3.9,6.5,3.2,1.38,3.37,2.6,"SD7d","SD7","SD",9.5,5.04975246918104,25,22,NA,NA,NA,NA,NA,NA,NA
"46",41,0.963795401922492,"B46",2015,245633,133157,"Supralittoral Sediment","Sand dune","SD8:39.60",7.3,4.5,6.1,3.6,2.18,3.39,2.31,"SD8","SD8","SD",7.24,3.57106426713382,15,0,NA,NA,NA,NA,NA,NA,NA
"47",30,0.941154104881401,"B46",2015,245787,133068,NA,NA,"SD7c:43.30",7.4,4.5,6.1,3.7,2.39,3.2,2.42,"SD7c","SD7","SD",13.72,12.6886432161467,17,10,NA,NA,NA,NA,NA,NA,NA
"48",24,0.945318260014746,"B46",2015,246037,133004,"Supralittoral Sediment","Sand dune","SD9b:45.58",7.2,4.6,6.3,4.2,2.69,3.14,2.14,"SD9b","SD9","SD",15.08,12.992529905039,25,0,NA,NA,NA,NA,NA,NA,NA
"49",34,0.951341341585244,"B46",2015,246058,132650,"Supralittoral Sediment","Sand dune","SD16b:32.84",7.1,5.2,6,4.2,2.45,3.05,2.35,"SD16b","SD16","SD",8,6.39661368746516,25,0,NA,NA,NA,NA,NA,NA,NA
"50",29,0.930282893487754,"B46",2015,246026,132648,"Supralittoral Sediment","Sand dune","SD7c:45.35",7.1,4.8,6.2,4.3,2.61,3.17,2.21,"SD7c","SD7","SD",13.36,9.18844382907138,25,0,NA,NA,NA,NA,NA,NA,NA
"1a",42,0.956927633273242,"B46",2019,244972.106,137109.96,"Supralittoral Sediment","Coastal Sand Dunes","SD16:45.57",7.6,5.2,6.2,3.9,2.51,3.03,2.49,"SD16","SD16","SD",4.16,1.3823289526496,25,20,NA,NA,NA,NA,NA,NA,NA
"2a",40,0.949970375636924,"B46",2019,245237.853,137193.434,"Supralittoral Sediment","Coastal Sand Dunes","SD16:36.98",7.1,5.6,6.3,4.3,2.77,2.7,1.97,"SD16","SD16","SD",3.66,2.06013753586178,22,22,NA,NA,NA,NA,NA,NA,NA
"3a",35,0.939467849223947,"B46",2019,245127.949,137029.016,"Supralittoral Sediment","Coastal Sand Dunes","SD16:33.47",6.7,5,6.7,4.9,2.71,2.84,1.82,"SD16","SD16","SD",18.48,10.333481181738,24,12,NA,NA,NA,NA,NA,NA,NA
"4a",36,0.957951711974701,"B46",2019,245201.053,137020.01,"Supralittoral Sediment","Coastal Sand Dunes","SD7d:43.99",7.6,5,6.1,3.5,2.39,3.26,2.3,"SD7d","SD7","SD",5.7,2.43669858620224,7,11,NA,NA,NA,NA,NA,NA,NA
"5",28,0.947990158833532,"B46",2019,244894.66,136777.413,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:48.78",7.4,4.9,6.1,4,2.6,3.1,2.29,"SD7c","SD7","SD",5.8,1.43614066163451,12,5,NA,NA,NA,NA,NA,NA,NA
"6",33,0.956377375772842,"B46",2019,245038.501,136701.345,"Supralittoral Sediment","Coastal Sand Dunes","SD16:40.00",7.5,5.3,6,4.3,2.59,3.02,2.4,"SD16","SD16","SD",5.46,1.1629703349613,10,5,NA,NA,NA,NA,NA,NA,NA
"7",44,0.964790631380253,"B46",2019,245123.645,136672.808,"Supralittoral Sediment","Coastal Sand Dunes","CG6a:43.69",7.5,4.9,6.2,4.1,2.34,3.15,2.52,"CG6a","CG6","CG",3.7,0.629152869605896,23,2,NA,NA,NA,NA,NA,NA,NA
"8a",34,0.934974331973147,"B46",2019,244906,136665,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:44.20",7.3,4.8,6.6,4.4,2.19,2.35,3.12,"SD7c","SD7","SD",9.52,4.80338422364899,25,4,NA,NA,NA,NA,NA,NA,NA
"9",36,0.951838235294118,"B46",2019,245263.898,135988.744,NA,NA,"SD16:41.27",7.2,5.9,6.1,4.4,2.8,2.83,2.26,"SD16","SD16","SD",4.1,1.57453696897427,24,17,NA,NA,NA,NA,NA,NA,NA
"10",38,0.960310480099398,"B46",2019,245861.914,135933.04,"Supralittoral Sediment","Coastal Sand Dunes","SD16a:49.28",7.4,4.8,6,3,2.22,3.56,2.07,"SD16a","SD16","SD",3.1,1.11803398874989,25,8,NA,NA,NA,NA,NA,NA,NA
"11",26,0.945238095238095,"B46",2019,245510.287,135802.032,NA,NA,"SD16b:43.17",7.7,6.3,6.1,3.1,2.57,3.27,1.55,"SD16b","SD16","SD",3.818,0.72527006464259,24,0,NA,NA,NA,NA,NA,NA,NA
"12",32,0.96141881792106,"B46",2019,245823.874,135850.046,"Supralittoral Sediment","Coastal Sand Dunes","SD8a:47.39",8,4,7,4,NA,NA,NA,"SD8a","SD8","SD",3.06,1.64139168593808,14,15,NA,NA,NA,NA,NA,NA,NA
"13a",24,0.951231964483907,"B46",2019,245806,135650,"Supralittoral Sediment","Coastal Sand Dunes","SD14d:41.59",7.4,6.2,6.4,4.4,2.92,2.67,2.12,"SD14d","SD14","SD",6.68,3.06825140212901,25,12,NA,NA,NA,NA,NA,NA,NA
"14a",37,0.958676351896691,"B46",2019,245301,135767,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:46.72",7.9,4.5,6.4,4.1,2.02,2.37,3.15,"SD7c","SD7","SD",55.6,40.6898840827381,25,24,NA,NA,NA,NA,NA,NA,NA
"15a",39,0.959180198260658,"B46",2019,245211,135737,"Supralittoral Sediment","Coastal Sand Dunes","SD16:43.19",7.5,5,6.1,4.1,2.76,3.08,2.54,"SD16","SD16","SD",2.04,1.47845640224301,25,17,NA,NA,NA,NA,NA,NA,NA
"16",38,0.955657401345158,"B46",2019,244825,135779,NA,NA,"SD16:41.07",7.4,5.4,6.4,3.7,2.49,3.01,2.04,"SD16","SD16","SD",6.88,3.7729298959827,25,3,NA,NA,NA,NA,NA,NA,NA
"17",35,0.956873521105259,"B46",2019,244831.696,135422.002,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:41.62",7.4,4.7,6.3,4.1,2.33,3.14,2.46,"SD7c","SD7","SD",7.58,6.21436507885828,0,0,NA,NA,NA,NA,NA,NA,NA
"18",39,0.946573433534067,"B46",2019,244925.824,135437.6,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:44.31",7.6,4.6,6.3,4.6,2.35,2.64,2.89,"SD7c","SD7","SD",6,3.97649343014672,25,4,NA,NA,NA,NA,NA,NA,NA
"19",41,0.960561549751829,"B46",2019,244794.749,135330.191,"Supralittoral Sediment","Coastal Sand Dunes","SD7d:44.84",7.8,4.4,6.2,3.4,2.17,3.54,2.42,"SD7d","SD7","SD",2.52,0.444409720865779,0,18,NA,NA,NA,NA,NA,NA,NA
"20",39,0.961049997089809,"B46",2019,244988.132,135185.062,"Supralittoral Sediment","Coastal Sand Dunes","SD16:45.17",7.2,4.8,6,4.3,2.55,2.73,2.68,"SD16","SD16","SD",8.296,4.22674815904615,25,9,NA,NA,NA,NA,NA,NA,NA
"21",34,0.95753367587835,"B46",2019,245661.652,135386.6,"Supralittoral Sediment","Coastal Sand Dunes","MG5b:47.37",7.3,5.3,6.6,4.7,3.21,2.68,2.01,"MG5b","MG5","MG",7.42,3.30302891298275,23,6,NA,NA,NA,NA,NA,NA,NA
"22",39,0.957595462091865,"B46",2019,245800.501,135396.816,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:43.55",7.7,4,6.3,3.5,1.98,3.23,2.45,"SD7c","SD7","SD",3.68,4.70788345933357,13,18,NA,NA,NA,NA,NA,NA,NA
"23",34,0.958666199741732,"B46",2019,245780,135077,"Supralittoral Sediment","Coastal Sand Dunes","MG1e:44.19",7.3,5.7,6.2,4.5,2.89,2.69,2.25,"MG1e","MG1","MG",2.44,1.94357917255768,25,12,NA,NA,NA,NA,NA,NA,NA
"24",31,0.953000257532835,"B46",2019,245770.464,135040.537,"Supralittoral Sediment","Coastal Sand Dunes","MG12a:42.53",7.3,6,6.3,4.2,2.83,2.83,2.05,"MG12a","MG12","MG",2.98,1.38051922599192,49,2,NA,NA,NA,NA,NA,NA,NA
"25",33,0.950808830100992,"B46",2019,245658.078,135051.98,NA,NA,"SD8:38.79",7.7,4,6,3.4,1.46,3.22,2.73,"SD8","SD8","SD",1.3,0.322748612183951,25,25,NA,NA,NA,NA,NA,NA,NA
"26",23,0.945978682170543,"B46",2019,245383.87,135091.93,"Supralittoral Sediment","Coastal Sand Dunes","SD16:46.99",NA,NA,NA,NA,NA,NA,NA,"SD16","SD16","SD",3.64,2.14340072470517,8,6,NA,NA,NA,NA,NA,NA,NA
"27",54,0.963081099423142,"B46",2019,245374.028,134876.279,"Supralittoral Sediment","Coastal Sand Dunes","SD14d:45.80",NA,NA,NA,NA,NA,NA,NA,"SD14d","SD14","SD",4.484,1.8274937300394,8,0,NA,NA,NA,NA,NA,NA,NA
"28",24,0.93538592137913,"B46",2019,245040.615,134972.981,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:44.60",8.2,4.2,6,3.4,2.32,3.26,2.68,"SD7c","SD7","SD",15,7.62943859883107,24,13,NA,NA,NA,NA,NA,NA,NA
"29",44,0.962179743692349,"B46",2019,244959.858,134904.039,"Supralittoral Sediment","Coastal Sand Dunes","SD14d:49.04",7.4,5.9,5.9,3.8,2.37,3.5,1.7,"SD14d","SD14","SD",8.3,3.07205143186113,25,15,NA,NA,NA,NA,NA,NA,NA
"30a",26,0.937804595033651,"B46",2019,245092,134869,"Supralittoral Sediment","Coastal Sand Dunes","SD7d:51.46",7.9,3.9,6,3.6,1.87,2.79,3,"SD7d","SD7","SD",6.72,7.84893835708584,25,15,NA,NA,NA,NA,NA,NA,NA
"31a",37,0.955515311926818,"B46",2019,244956,134804,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:40.33",7.1,4.6,6.4,4.4,2.74,2.89,2.11,"SD7c","SD7","SD",20.14,9.87792150876556,25,0,NA,NA,NA,NA,NA,NA,NA
"32",34,0.945163150005765,"B46",2019,244954.871,134485.961,"Supralittoral Sediment","Coastal Sand Dunes","SD16:47.98",7.6,5.3,6.1,3.8,2.53,3.2,2.21,"SD16","SD16","SD",5.62,1.94871752699051,24,0,NA,NA,NA,NA,NA,NA,NA
"33a",43,0.963234310183327,"B46",2019,245223,134287,"Supralittoral Sediment","Coastal Sand Dunes","SD14d:44.35",7.4,5.7,6.3,4.2,3.05,2.76,1.94,"SD14d","SD14","SD",11.32,5.76064232529672,19,6,NA,NA,NA,NA,NA,NA,NA
"34",39,0.961931769356363,"B46",2019,245326.4,134310.771,"Supralittoral Sediment","Coastal Sand Dunes","SD7:40.66",7.8,4,6.1,3.4,2,3,2.68,"SD7","SD7","SD",3.4,1.36930639376292,15,23,NA,NA,NA,NA,NA,NA,NA
"35",44,0.96465217573397,"B46",2019,245569.228,134517.046,"Supralittoral Sediment","Coastal Sand Dunes","SD7d:42.13",7.5,4.3,6.2,3.4,2.25,3.38,2.19,"SD7d","SD7","SD",1.728,0.397408270338368,18,18,NA,NA,NA,NA,NA,NA,NA
"36",42,0.963426880186037,"B46",2019,245977.649,134110.393,"Supralittoral Sediment","Coastal Sand Dunes","SD8d:45.34",7.2,4.7,5.8,3.9,2.41,2.92,2.69,"SD8d","SD8","SD",2,0.595119035711904,25,19,NA,NA,NA,NA,NA,NA,NA
"37a",30,0.938629741368196,"B46",2019,245919,134040,"Supralittoral Sediment","Coastal Sand Dunes","SD15b:54.38",7.7,6.7,6.4,4,2.87,2.61,2.33,"SD15b","SD15","SD",5.1,1.37689263682153,24,7,NA,NA,NA,NA,NA,NA,NA
"38",43,0.96290487555404,"B46",2019,244987.602,134042.027,NA,NA,"SD7c:42.51",7.5,4.2,6,3.8,1.51,3.36,2.45,"SD7c","SD7","SD",2.44,1.21037184369102,25,25,NA,NA,NA,NA,NA,NA,NA
"39",25,1,"B46",2019,244892.215,133882.137,"Littoral Sediment","Coastal Sand Dunes","SD16:30.14",NA,NA,NA,NA,NA,NA,NA,"SD16","SD16","SD",3.5,2.77638854149295,0,0,NA,NA,NA,NA,NA,NA,NA
"40",33,0.954008544860518,"B46",2019,244892.022,133712.196,"Supralittoral Sediment","Coastal Sand Dunes","SD7:52.17",7.5,4.4,6.2,3.9,2.09,2.88,2.79,"SD7","SD7","SD",4.26,0.867467578644874,25,25,NA,NA,NA,NA,NA,NA,NA
"41",37,0.95793721440864,"B46",2019,245562.427,133539.736,"Sublittoral Sediment","Coastal Sand Dunes","SD8d:38.20",7.5,6,6.2,4.2,2.83,2.94,2.03,"SD8d","SD8","SD",12.3125,8.29590325820915,25,0,NA,NA,NA,NA,NA,NA,NA
"42a",25,0.965501165501165,"B46",2019,246158,133598,"Sublittoral Sediment","Coastal Sand Dunes","SD7c:44.86",NA,NA,NA,NA,NA,NA,NA,"SD7c","SD7","SD",10.32,5.91938904505074,0,0,NA,NA,NA,NA,NA,NA,NA
"43",30,0.952169661410585,"B46",2019,246436.062,133400.906,NA,NA,"SD8b:49.62",7.1,4.8,6.1,4.2,2.57,3.31,2.08,"SD8b","SD8","SD",7.02,8.37217614084494,21,0,NA,NA,NA,NA,NA,NA,NA
"44",57,0.971119693114449,"B46",2019,245140.746,133280.325,"Supralittoral Sediment","Coastal Sand Dunes","SD8d:47.63",7.3,4.8,6.1,3.6,2.18,3.18,2.56,"SD8d","SD8","SD",2.9,0.629152869605896,14,13,NA,NA,NA,NA,NA,NA,NA
"45",39,0.959372841552701,"B46",2019,245339.159,132999.407,"Supralittoral Sediment","Coastal Sand Dunes","SD7d:38.65",7.8,4.2,6.2,3.7,1.9,2.79,2.79,"SD7d","SD7","SD",6.22,4.31103235895998,25,25,NA,NA,NA,NA,NA,NA,NA
"46",43,0.963131585148282,"B46",2019,245632.236,133148.488,"Supralittoral Sediment","Coastal Sand Dunes","SD8:39.92",7.1,4.7,6,3.8,2.47,3.12,2.25,"SD8","SD8","SD",5.66,3.23947012128012,0,1,NA,NA,NA,NA,NA,NA,NA
"47a",26,0.930109029913335,"B46",2019,245787,133068,NA,NA,"SD7c:50.83",6.8,5,6.2,4.7,2.63,3.11,1.79,"SD7c","SD7","SD",10.04,11.4217628528466,22,24,NA,NA,NA,NA,NA,NA,NA
"48",35,0.957300928972621,"B46",2019,246033.877,133000.352,"Supralittoral Sediment","Coastal Sand Dunes","SD7c:46.44",7.4,4.4,6.3,3.9,2.33,2.98,2.66,"SD7c","SD7","SD",14.8,15.1430677209078,25,2,NA,NA,NA,NA,NA,NA,NA
"49",36,0.955637174778378,"B46",2019,246054.185,132642.986,"Supralittoral Sediment","Coastal Sand Dunes","SD8b:36.09",7.3,4.8,6,3.8,1.99,3.23,2.27,"SD8b","SD8","SD",8.8,9.50109642795679,24,5,NA,NA,NA,NA,NA,NA,NA
"50",37,0.955760188087774,"B46",2019,246026.925,132642.397,"Supralittoral Sediment","Coastal Sand Dunes","SD7d:37.17",6.7,4.8,6.5,4.7,2.69,2.91,1.69,"SD7d","SD7","SD",22.32,24.9478121953275,25,13,NA,NA,NA,NA,NA,NA,NA
"1",18,0.903770529724728,"B02",2010,633049,317038,"Fen, Marsh And Swamp",NA,"S24g:50.50",7,9.2,6.6,5.5,4.65,1.27,1.16,"S24g","S24","S",100,0,0,0,NA,NA,NA,NA,NA,NA,NA
"2",19,0.902055498458376,"B02",2010,633202,317046,"Fen, Marsh And Swamp",NA,"S24g:58.25",6.8,8.7,6.4,5,4.38,1.56,1.27,"S24g","S24","S",100,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3",22,0.885817060637205,"B02",2010,633187,316905,"Fen, Marsh And Swamp",NA,"S24d:56.47",7.3,9.1,7.2,4.9,4.55,1.2,1.38,"S24d","S24","S",100,0,0,0,NA,NA,NA,NA,NA,NA,NA
"4",10,0.82051282051282,"B02",2010,633155,316727,"Fen, Marsh And Swamp",NA,"S24g:43.45",7.5,9.2,7.4,4.8,4.58,1.36,1.11,"S24g","S24","S",100,0,0,0,NA,NA,NA,NA,NA,NA,NA
